fsa,name_/_area,nearest_airport_city,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,co2e_set1_kg,co2e_set2_kg,cad1_cdg,cad1_lhr,cad1_nrt,cad1_set1,cad1_set2,cad2_cdg,cad2_lhr,cad2_nrt,cad2_set1,cad2_set2,cad3_cdg,cad3_lhr,cad3_nrt,cad3_set1,cad3_set2
T9C,Vegreville,Edmonton,1585.0,1424.0,1586.8,581.7,632.3,47.0,42.0,47.0,17.0,19.0,420.0,380.0,420.0,150.0,170.0,1700.0,1500.0,1700.0,620.0,670.0
T9E,Leduc,Calgary,1471.4,1377.6,1594.5,567.3,660.9,43.0,41.0,47.0,17.0,19.0,390.0,370.0,420.0,150.0,180.0,1600.0,1500.0,1700.0,600.0,700.0
T9G,Devon,Edmonton,1585.0,1424.0,1586.8,581.7,632.3,47.0,42.0,47.0,17.0,19.0,420.0,380.0,420.0,150.0,170.0,1700.0,1500.0,1700.0,620.0,670.0
T9H,Fort McMurray Outer Central,Fort McMurray,1465.1,1693.1,1647.4,563.6,744.5,43.0,50.0,48.0,17.0,22.0,390.0,450.0,440.0,150.0,200.0,1600.0,1800.0,1800.0,600.0,790.0
T9J,Fort McMurray Inner Central,Fort McMurray,1465.1,1693.1,1647.4,563.6,744.5,43.0,50.0,48.0,17.0,22.0,390.0,450.0,440.0,150.0,200.0,1600.0,1800.0,1800.0,600.0,790.0
T9K,Fort McMurray Northwest,Fort McMurray,1465.1,1693.1,1647.4,563.6,744.5,43.0,50.0,48.0,17.0,22.0,390.0,450.0,440.0,150.0,200.0,1600.0,1800.0,1800.0,600.0,790.0
T9M,Cold Lake,Fort McMurray,1465.1,1693.1,1647.4,563.6,744.5,43.0,50.0,48.0,17.0,22.0,390.0,450.0,440.0,150.0,200.0,1600.0,1800.0,1800.0,600.0,790.0
T9N,Bonnyville,Edmonton,1585.0,1424.0,1586.8,581.7,632.3,47.0,42.0,47.0,17.0,19.0,420.0,380.0,420.0,150.0,170.0,1700.0,1500.0,1700.0,620.0,670.0
T9S,Athabasca,Edmonton,1585.0,1424.0,1586.8,581.7,632.3,47.0,42.0,47.0,17.0,19.0,420.0,380.0,420.0,150.0,170.0,1700.0,1500.0,1700.0,620.0,670.0
T9V,Lloydminster,Edmonton,1585.0,1424.0,1586.8,581.7,632.3,47.0,42.0,47.0,17.0,19.0,420.0,380.0,420.0,150.0,170.0,1700.0,1500.0,1700.0,620.0,670.0
T9W,Wainwright,Edmonton,1585.0,1424.0,1586.8,581.7,632.3,47.0,42.0,47.0,17.0,19.0,420.0,380.0,420.0,150.0,170.0,1700.0,1500.0,1700.0,620.0,670.0
T9X,Vermilion,Edmonton,1585.0,1424.0,1586.8,581.7,632.3,47.0,42.0,47.0,17.0,19.0,420.0,380.0,420.0,150.0,170.0,1700.0,1500.0,1700.0,620.0,670.0
V0A,Upper Columbia Region (Golden),Calgary,1471.4,1377.6,1594.5,567.3,660.9,43.0,41.0,47.0,17.0,19.0,390.0,370.0,420.0,150.0,180.0,1600.0,1500.0,1700.0,600.0,700.0
V0B,East Kootenays (Fernie),Calgary,1471.4,1377.6,1594.5,567.3,660.9,43.0,41.0,47.0,17.0,19.0,390.0,370.0,420.0,150.0,180.0,1600.0,1500.0,1700.0,600.0,700.0
V0C,Northern British Columbia (Fort Nelson),Fort St. John,1408.4,1441.3,1519.2,588.9,747.2,41.0,42.0,45.0,17.0,22.0,370.0,380.0,400.0,160.0,200.0,1500.0,1500.0,1600.0,630.0,790.0
V0E,Central Okanagan and High Country (Revelstoke),Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V0G,West Kootenays (Rossland),Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V0H,South Okanagan (Summerland),Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V0J,Omineca and Yellowhead (Smithers),Smithers,1270.3,1385.4,1715.2,660.0,983.2,37.0,41.0,50.0,19.0,29.0,340.0,370.0,460.0,180.0,260.0,1300.0,1500.0,1800.0,700.0,1000.0
V0K,Cariboo and West Okanagan (100 Mile House),Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V0L,Chilcotin (Alexis Creek),Prince George,1493.6,1811.7,1457.3,643.8,727.3,44.0,53.0,43.0,19.0,21.0,400.0,480.0,390.0,170.0,190.0,1600.0,1900.0,1500.0,680.0,770.0
V0M,Harrison Lake Region (Agassiz),Vancouver,1335.1,1762.4,1492.3,700.3,875.3,39.0,52.0,44.0,21.0,26.0,360.0,470.0,400.0,190.0,230.0,1400.0,1900.0,1600.0,740.0,930.0
V0N,"North Island, Sunshine Coast, and Southern Gulf Islands (Whistler)",Nanaimo,1526.0,1858.5,1275.0,615.1,941.2,45.0,55.0,37.0,18.0,28.0,410.0,490.0,340.0,160.0,250.0,1600.0,2000.0,1400.0,650.0,1000.0
V0P,North Central Island and Bute Inlet Region (Gold River),Vancouver,1335.1,1762.4,1492.3,700.3,875.3,39.0,52.0,44.0,21.0,26.0,360.0,470.0,400.0,190.0,230.0,1400.0,1900.0,1600.0,740.0,930.0
V0R,Central Island (Chemainus),Vancouver,1335.1,1762.4,1492.3,700.3,875.3,39.0,52.0,44.0,21.0,26.0,360.0,470.0,400.0,190.0,230.0,1400.0,1900.0,1600.0,740.0,930.0
V0S,Juan de Fuca Shore (Sooke),Vancouver,1335.1,1762.4,1492.3,700.3,875.3,39.0,52.0,44.0,21.0,26.0,360.0,470.0,400.0,190.0,230.0,1400.0,1900.0,1600.0,740.0,930.0
V0T,Inside Passage and the Queen Charlottes (Queen Charlotte City),Smithers,1270.3,1385.4,1715.2,660.0,983.2,37.0,41.0,50.0,19.0,29.0,340.0,370.0,460.0,180.0,260.0,1300.0,1500.0,1800.0,700.0,1000.0
V0V,Lower Skeena (Port Edward),Prince Rupert,1641.0,1758.5,1440.4,809.7,838.4,48.0,52.0,42.0,24.0,25.0,440.0,470.0,380.0,220.0,220.0,1700.0,1900.0,1500.0,860.0,890.0
V0W,Atlin Region (Atlin),Whitehorse,1666.3,1359.0,1596.6,790.4,827.0,49.0,40.0,47.0,23.0,24.0,440.0,360.0,420.0,210.0,220.0,1800.0,1400.0,1700.0,840.0,880.0
V0X,Similkameen (Hope),Vancouver,1335.1,1762.4,1492.3,700.3,875.3,39.0,52.0,44.0,21.0,26.0,360.0,470.0,400.0,190.0,230.0,1400.0,1900.0,1600.0,740.0,930.0
V1A,Kimberley,Calgary,1471.4,1377.6,1594.5,567.3,660.9,43.0,41.0,47.0,17.0,19.0,390.0,370.0,420.0,150.0,180.0,1600.0,1500.0,1700.0,600.0,700.0
V1B,Vernon East,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1C,Cranbrook,Calgary,1471.4,1377.6,1594.5,567.3,660.9,43.0,41.0,47.0,17.0,19.0,390.0,370.0,420.0,150.0,180.0,1600.0,1500.0,1700.0,600.0,700.0
V1E,Salmon Arm,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1G,Dawson Creek,Grande Prairie,1399.7,1507.7,1610.3,681.2,722.1,41.0,44.0,47.0,20.0,21.0,370.0,400.0,430.0,180.0,190.0,1500.0,1600.0,1700.0,720.0,770.0
V1H,Vernon West,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1J,Fort St. John,Grande Prairie,1399.7,1507.7,1610.3,681.2,722.1,41.0,44.0,47.0,20.0,21.0,370.0,400.0,430.0,180.0,190.0,1500.0,1600.0,1700.0,720.0,770.0
V1K,Merritt,Vancouver,1335.1,1762.4,1492.3,700.3,875.3,39.0,52.0,44.0,21.0,26.0,360.0,470.0,400.0,190.0,230.0,1400.0,1900.0,1600.0,740.0,930.0
V1L,Nelson,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1M,Langley Township North,Vancouver,1335.1,1762.4,1492.3,700.3,875.3,39.0,52.0,44.0,21.0,26.0,360.0,470.0,400.0,190.0,230.0,1400.0,1900.0,1600.0,740.0,930.0
V1N,Castlegar,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1P,Kelowna East,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1R,Trail,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1S,Kamloops Southwest,Vancouver,1335.1,1762.4,1492.3,700.3,875.3,39.0,52.0,44.0,21.0,26.0,360.0,470.0,400.0,190.0,230.0,1400.0,1900.0,1600.0,740.0,930.0
V1T,Vernon Central,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1V,Kelowna North,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1W,Kelowna Southwest,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1X,Kelowna East Central,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1Y,Kelowna Central,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V1Z,Kelowna West,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V2A,Penticton,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V2B,Kamloops Northwest,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
V2C,Kamloops Central and Southeast,Kelowna,1918.1,1599.4,1918.6,647.9,697.5,56.0,47.0,56.0,19.0,21.0,510.0,430.0,510.0,170.0,190.0,2000.0,1700.0,2000.0,690.0,740.0
