fsa,name_/_area,rovince_/_territory,lat,lon,nearest_major_airport,airport_iata,airport_sl_km,"dist_set_a_km
(yvr+sfo)","dist_set_b_km
(yyz+jfk)",further_set,d1_name,d1_sl_km,d1_driving_km,d1_driving_hrs,d2_name,d2_sl_km,d2_driving_km,d2_driving_hrs,co2e_cdg_kg,co2e_lhr_kg,co2e_nrt_kg,"set_airport_1
(iata)",co2e_set1_kg,co2e_set2_kg
V2E,Kamloops South and West,British Columbia,50.6736,-120.4212,Kelowna Intl,YLW,108.9,858.2,3430.6,B,Banff / Lake Louise AB,326.9,453.66,7.0323,Red Deer AB,490.7,765.51,10.1371,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V2G,Williams Lake,British Columbia,52.1415,-122.1445,Prince George Intl,YXS,197.6,975.1,3547.8,B,Banff / Lake Louise AB,433.1,732.38,10.595,Canmore AB,482.7,805.75,10.875,1493.6,1811.7,1457.3,YYZ,643.8,727.3
V2H,Kamloops North,British Columbia,50.7262,-120.1659,Kelowna Intl,YLW,102.3,871.2,3412.5,B,Banff / Lake Louise AB,307.9,445.15,7.2174,Waterton Lakes AB,485.7,881.61,12.0262,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V2J,Quesnel,British Columbia,52.9784,-122.4931,Prince George Intl,YXS,102.0,1065.4,3571.8,B,Banff / Lake Louise AB,476.2,721.75,10.8603,Tofino BC,487.5,1059.12,16.1072,1493.6,1811.7,1457.3,YYZ,643.8,727.3
V2K,Prince George North,British Columbia,54.0508,-122.9221,Prince George Intl,YXS,23.9,1183.7,3603.3,B,Whistler BC,437.5,663.19,10.0784,Sunshine Coast BC,492.6,920.02,13.7935,1493.6,1811.7,1457.3,YYZ,643.8,727.3
V2L,Prince George East Central,British Columbia,53.9078,-122.7473,Prince George Intl,YXS,4.9,1168.0,3591.3,B,Whistler BC,421.8,637.27,9.2214,Prince Rupert BC,495.5,719.33,9.5166,1493.6,1811.7,1457.3,YYZ,643.8,727.3
V2M,Prince George West Central,British Columbia,53.9127,-122.8708,Prince George Intl,YXS,12.8,1168.4,3599.4,B,Whistler BC,422.2,647.3,9.5726,Golden BC,493.3,693.11,9.9783,1493.6,1811.7,1457.3,YYZ,643.8,727.3
V2N,Prince George South,British Columbia,53.6408,-122.954,Prince George Intl,YXS,33.0,1138.1,3603.9,B,Vancouver BC,484.7,819.9,11.5404,Prince Rupert BC,487.3,727.53,10.089,1493.6,1811.7,1457.3,YYZ,643.8,727.3
V2P,Chilliwack Central,British Columbia,49.1838,-121.9046,Vancouver Intl,YVR,92.8,689.5,3545.7,B,Banff / Lake Louise AB,495.8,694.66,9.6181,Fernie BC,496.7,836.44,11.2331,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V2R,Chilliwack West,British Columbia,49.076,-121.9883,Vancouver Intl,YVR,87.8,681.0,3552.8,B,Vancouver BC,85.5,101.72,1.6763,Cranbrook BC,453.4,752.79,10.1613,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V2S,Abbotsford Southeast,British Columbia,49.0423,-122.2835,Vancouver Intl,YVR,67.6,668.8,3574.5,B,Vancouver BC,66.5,72.71,1.1187,Cranbrook BC,475.3,772.95,10.2906,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V2T,Abbotsford Southwest,British Columbia,49.0384,-122.3485,Vancouver Intl,YVR,63.1,666.3,3579.3,B,Vancouver BC,62.4,69.02,1.0649,Cranbrook BC,480.0,776.93,10.3181,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V2V,Mission East,British Columbia,49.6463,-122.5047,Vancouver Intl,YVR,70.0,703.6,3584.7,B,Vancouver BC,60.1,218.28,7.2067,Cranbrook BC,485.7,858.43,15.4883,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V2W,Maple Ridge East,British Columbia,49.2068,-122.4851,Vancouver Intl,YVR,50.6,669.4,3587.5,B,Vancouver BC,46.9,57.31,1.1194,Cranbrook BC,487.4,802.11,10.8492,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V2X,Maple Ridge West,British Columbia,49.2196,-122.6164,Vancouver Intl,YVR,41.1,665.5,3596.8,B,Vancouver BC,37.3,42.99,0.8074,Cranbrook BC,496.7,814.84,10.8739,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V2Y,Langley Township Northwest,British Columbia,49.1285,-122.6236,Vancouver Intl,YVR,41.3,660.5,3598.3,B,Vancouver BC,40.0,46.78,0.8031,Cranbrook BC,498.4,801.16,10.6425,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V2Z,Langley Township Southwest,British Columbia,49.0483,-122.5997,Vancouver Intl,YVR,45.4,658.1,3597.4,B,Vancouver BC,46.0,57.02,1.0169,Cranbrook BC,497.9,799.62,10.7435,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3A,Langley City,British Columbia,49.0997,-122.6526,Vancouver Intl,YVR,40.0,658.2,3600.7,B,Vancouver BC,39.6,48.26,0.8578,Golden BC,472.7,675.46,8.4826,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3B,Port Coquitlam Central,British Columbia,49.274,-122.7649,Vancouver Intl,YVR,31.4,663.8,3607.0,B,Vancouver BC,25.8,32.92,0.6759,Golden BC,469.3,690.53,8.7424,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3C,Port Coquitlam South,British Columbia,49.2436,-122.7865,Vancouver Intl,YVR,29.2,661.0,3608.9,B,Vancouver BC,24.6,29.76,0.5719,Golden BC,472.4,694.52,8.7112,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3E,Port Coquitlam North,British Columbia,49.3167,-122.7384,Vancouver Intl,YVR,34.8,667.8,3604.6,B,Vancouver BC,28.0,33.82,0.7879,Golden BC,465.2,695.48,8.8736,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3G,Abbotsford East,British Columbia,49.0754,-122.178,Vancouver Intl,YVR,74.2,674.0,3566.5,B,Vancouver BC,72.3,82.27,1.2465,Cranbrook BC,467.1,764.3,10.2057,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3H,Port Moody,British Columbia,49.3231,-122.8626,Vancouver Intl,YVR,27.1,664.4,3613.5,B,Vancouver BC,19.2,31.69,0.7486,Golden BC,472.7,703.7,8.9163,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3J,Coquitlam North,British Columbia,49.265,-122.8716,Vancouver Intl,YVR,23.7,659.5,3614.8,B,Vancouver BC,18.2,20.39,0.5186,Golden BC,476.5,694.96,8.7339,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3K,Coquitlam South,British Columbia,49.2366,-122.8521,Vancouver Intl,YVR,24.3,658.2,3613.7,B,Vancouver BC,20.2,24.02,0.4978,Golden BC,476.9,690.38,8.6221,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3L,New Westminster Northeast,British Columbia,49.2201,-122.8998,Vancouver Intl,YVR,20.6,655.5,3617.3,B,Vancouver BC,17.5,22.89,0.5242,Golden BC,480.8,694.63,8.7246,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3M,New Westminster Southwest (Includes Annacis Island),British Columbia,49.1886,-122.9384,Vancouver Intl,YVR,17.7,652.3,3620.4,B,Vancouver BC,16.9,20.48,0.5513,Golden BC,485.0,701.42,8.9023,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3N,Burnaby (East Big Bend / Stride Avenue / Edmonds / Cariboo-Armstrong),British Columbia,49.2275,-122.9301,Vancouver Intl,YVR,18.6,654.9,3619.4,B,Vancouver BC,15.1,18.16,0.4727,Golden BC,482.3,696.66,8.7803,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3R,Surrey North,British Columbia,49.1948,-122.8131,Vancouver Intl,YVR,26.8,657.1,3611.3,B,Vancouver BC,24.4,31.22,0.5973,Golden BC,476.9,685.21,8.5903,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3S,Surrey East,British Columbia,49.0791,-122.7553,Vancouver Intl,YVR,33.6,654.0,3608.4,B,Vancouver BC,34.9,47.23,0.8587,Golden BC,480.2,684.08,8.6609,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3T,Surrey Inner Northwest,British Columbia,49.1894,-122.8454,Vancouver Intl,YVR,24.4,655.6,3613.7,B,Vancouver BC,22.5,30.26,0.6466,Golden BC,479.2,687.4,8.6384,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3V,Surrey Outer Northwest,British Columbia,49.1889,-122.873,Vancouver Intl,YVR,22.4,654.7,3615.7,B,Vancouver BC,20.8,29.51,0.6476,Golden BC,480.9,689.47,8.6956,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3W,Surrey Upper West,British Columbia,49.141,-122.8569,Vancouver Intl,YVR,24.4,653.0,3615.0,B,Vancouver BC,24.8,34.38,0.6977,Golden BC,482.7,692.09,8.734,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3X,Surrey Lower West,British Columbia,49.1067,-122.8576,Vancouver Intl,YVR,25.6,651.6,3615.5,B,Vancouver BC,27.4,36.34,0.6896,Golden BC,484.8,688.95,8.7249,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3Y,Pitt Meadows,British Columbia,49.2212,-122.6896,Vancouver Intl,YVR,35.8,663.0,3602.1,B,Vancouver BC,32.0,38.38,0.7208,Golden BC,467.7,682.02,8.5796,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V3Z,Surrey,British Columbia,49.1064,-122.8251,Vancouver Intl,YVR,27.8,652.7,3613.1,B,Vancouver BC,29.1,38.98,0.739,Golden BC,482.8,686.51,8.6869,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4A,Surrey Southwest,British Columbia,49.0374,-122.8299,Vancouver Intl,YVR,31.1,650.5,3614.2,B,Vancouver BC,34.5,46.99,0.8478,Golden BC,487.3,693.74,8.8585,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4B,White Rock,British Columbia,49.0259,-122.8058,Vancouver Intl,YVR,33.3,650.9,3612.6,B,Vancouver BC,36.6,47.38,0.8641,Golden BC,486.5,684.28,8.8433,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4C,Delta Northeast,British Columbia,49.1551,-122.9124,Vancouver Intl,YVR,20.1,651.7,3618.9,B,Vancouver BC,20.7,29.7,0.6072,Golden BC,485.3,694.54,8.7867,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4E,Delta East,British Columbia,49.1197,-122.9056,Vancouver Intl,YVR,21.8,650.5,3618.8,B,Vancouver BC,23.9,31.6,0.6299,Golden BC,487.0,693.56,8.8172,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4G,Delta East Central,British Columbia,49.1464,-123.0137,Vancouver Intl,YVR,13.4,648.0,3626.3,B,Vancouver BC,17.0,29.07,0.6389,Golden BC,492.1,707.21,8.9971,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4K,Delta Central,British Columbia,49.0986,-123.0318,Vancouver Intl,YVR,15.4,646.4,3628.2,B,Vancouver BC,21.5,25.19,0.5433,Golden BC,496.0,707.68,9.0364,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4L,Delta Southeast,British Columbia,49.0418,-123.0591,Vancouver Intl,YVR,19.4,645.2,3630.8,B,Vancouver BC,27.2,31.9,0.7698,Quesnel BC,439.5,663.09,9.1093,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4M,Delta Southwest,British Columbia,49.0331,-123.0877,Vancouver Intl,YVR,19.4,644.8,3633.0,B,Vancouver BC,27.9,32.53,0.6466,Quesnel BC,440.7,664.75,8.9784,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4N,Surrey Northeast,British Columbia,49.1707,-122.7326,Vancouver Intl,YVR,32.8,658.7,3605.7,B,Vancouver BC,30.8,36.49,0.6636,Golden BC,473.3,680.14,8.4935,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4P,Surrey South,British Columbia,49.0561,-122.8302,Vancouver Intl,YVR,30.0,651.0,3614.0,B,Vancouver BC,32.9,45.28,0.8054,Golden BC,486.2,692.03,8.8161,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4R,Maple Ridge Northwest,British Columbia,49.2903,-122.5169,Vancouver Intl,YVR,49.4,673.5,3588.9,B,Vancouver BC,43.8,56.94,1.1126,Cranbrook BC,488.7,819.56,11.1428,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4S,Mission West,British Columbia,49.2528,-122.3574,Vancouver Intl,YVR,60.2,676.8,3577.8,B,Vancouver BC,55.5,65.71,1.2623,Cranbrook BC,477.6,804.33,10.8964,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4T,Westbank,British Columbia,49.866,-119.7387,Kelowna Intl,YLW,27.7,818.5,3384.9,B,Banff / Lake Louise AB,323.9,458.04,7.6714,Lethbridge AB,496.0,835.75,11.6731,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V4V,Winfield,British Columbia,50.0221,-119.4054,Kelowna Intl,YLW,7.6,843.1,3360.5,B,Banff / Lake Louise AB,294.4,410.89,6.4988,Drumheller AB,497.8,710.72,9.6181,1918.1,1599.4,1918.6,YYZ,647.9,697.5
V4W,Langley Township East,British Columbia,49.0713,-122.4977,Vancouver Intl,YVR,51.7,662.4,3589.8,B,Vancouver BC,51.0,58.03,0.9291,Cranbrook BC,490.2,792.6,10.5159,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4X,Abbotsford West,British Columbia,49.0861,-122.4026,Vancouver Intl,YVR,58.0,666.4,3582.7,B,Vancouver BC,56.6,61.94,1.0499,Cranbrook BC,483.1,784.84,10.4682,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V4Z,Chilliwack East,British Columbia,49.0787,-121.6098,Vancouver Intl,YVR,115.1,695.3,3525.3,B,Banff / Lake Louise AB,484.8,735.15,10.6902,Canmore AB,498.7,808.52,10.9702,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5A,Burnaby (Government Road / Lake City / SFU / Burnaby Mountain),British Columbia,49.264,-122.9369,Vancouver Intl,YVR,19.3,657.3,3619.5,B,Vancouver BC,13.5,15.27,0.3965,Golden BC,480.6,699.51,8.78,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5B,Burnaby (Parkcrest-Aubrey / Ardingley-Sprott),British Columbia,49.2769,-122.9761,Vancouver Intl,YVR,17.4,657.2,3622.2,B,Vancouver BC,10.5,11.76,0.3293,Golden BC,482.4,703.37,8.8584,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5C,Burnaby (Burnaby Heights / Willingdon Heights / West Central Valley),British Columbia,49.274,-123.0074,Vancouver Intl,YVR,15.3,656.0,3624.5,B,Vancouver BC,8.3,9.59,0.2789,Golden BC,484.5,705.01,8.8493,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5E,Burnaby (Lakeview-Mayfield / Richmond Park / Kingsway-Beresford),British Columbia,49.2272,-122.9574,Vancouver Intl,YVR,16.6,654.0,3621.4,B,Vancouver BC,13.4,15.6,0.4251,Golden BC,484.0,701.84,8.817,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5G,Burnaby (Cascade-Schou / Douglas-Gilpin),British Columbia,49.2478,-122.9938,Vancouver Intl,YVR,14.8,654.3,3623.8,B,Vancouver BC,10.0,12.96,0.3677,Golden BC,485.1,701.81,8.8249,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5H,Burnaby (Maywood / Marlborough / Oakalla / Windsor),British Columbia,49.2302,-122.9952,Vancouver Intl,YVR,14.0,652.9,3624.1,B,Vancouver BC,10.8,12.82,0.35,Golden BC,486.2,702.83,8.8291,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5J,Burnaby (Suncrest / Sussex-Nelson / Clinton-Glenwood / West Big Bend),British Columbia,49.2038,-122.9921,Vancouver Intl,YVR,13.8,651.3,3624.2,B,Vancouver BC,12.8,17.46,0.4492,Golden BC,487.5,701.67,8.8942,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5K,Vancouver (North Hastings-Sunrise),British Columbia,49.2807,-123.0397,Vancouver Intl,YVR,13.9,655.7,3626.8,B,Vancouver BC,5.9,6.56,0.2055,Golden BC,486.2,707.3,8.8743,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5L,Vancouver (North Grandview-Woodlands),British Columbia,49.2795,-123.0667,Vancouver Intl,YVR,12.4,655.0,3628.7,B,Vancouver BC,3.9,4.56,0.1418,Golden BC,487.9,709.34,8.9308,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5M,Vancouver (South Hastings-Sunrise / North Renfrew-Collingwood),British Columbia,49.26,-123.0398,Vancouver Intl,YVR,12.5,653.9,3627.0,B,Vancouver BC,6.4,7.66,0.2274,Golden BC,487.3,707.2,8.8856,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5N,Vancouver (South Grandview-Woodlands / NE Kensington),British Columbia,49.2551,-123.0667,Vancouver Intl,YVR,10.6,652.7,3629.0,B,Vancouver BC,5.0,6.24,0.1952,Golden BC,489.3,708.36,8.9502,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5P,Vancouver (SE Kensington / Victoria-Fraserview),British Columbia,49.222,-123.0683,Vancouver Intl,YVR,8.7,649.9,3629.5,B,Vancouver BC,7.7,9.54,0.278,Golden BC,491.2,709.23,8.9898,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5R,Vancouver (South Renfrew-Collingwood),British Columbia,49.2397,-123.0407,Vancouver Intl,YVR,11.3,652.1,3627.3,B,Vancouver BC,7.5,9.25,0.2654,Golden BC,488.5,706.96,8.9042,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5S,Vancouver (Killarney),British Columbia,49.2175,-123.038,Vancouver Intl,YVR,10.7,650.6,3627.3,B,Vancouver BC,9.4,11.17,0.3215,Golden BC,489.6,707.96,8.9554,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5T,Vancouver (East Mount Pleasant),British Columbia,49.262,-123.0923,Vancouver Intl,YVR,9.7,652.7,3630.8,B,Vancouver BC,3.1,4.12,0.1238,Golden BC,490.5,710.91,8.9841,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5V,Vancouver (West Kensington / NE Riley Park-Little Mountain),British Columbia,49.248,-123.0913,Vancouver Intl,YVR,8.7,651.4,3630.8,B,Vancouver BC,4.4,5.59,0.1699,Golden BC,491.2,710.45,9.0081,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5W,Vancouver (SE Riley Park-Little Mountain / SW Kensington / NE Oakridge / North Sunset),British Columbia,49.2327,-123.0917,Vancouver Intl,YVR,7.7,650.0,3631.0,B,Vancouver BC,5.9,7.29,0.2139,Golden BC,492.1,710.18,9.0159,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5X,Vancouver (SE Oakridge / East Marpole / South Sunset),British Columbia,49.2156,-123.0979,Vancouver Intl,YVR,6.4,648.5,3631.7,B,Vancouver BC,7.6,8.98,0.2724,Golden BC,493.4,711.89,9.0644,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5Y,Vancouver (West Mount Pleasant / West Riley Park-Little Mountain),British Columbia,49.2492,-123.1104,Vancouver Intl,YVR,7.8,651.0,3632.2,B,Vancouver BC,3.8,4.6,0.1404,Golden BC,492.3,712.54,9.0621,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V5Z,Vancouver (East Fairview / South Cambie),British Columbia,49.2475,-123.121,Vancouver Intl,YVR,7.2,650.7,3633.0,B,Vancouver BC,3.9,4.83,0.1539,Golden BC,493.1,712.71,9.0707,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6A,Vancouver (Strathcona / Chinatown / Downtown Eastside),British Columbia,49.2779,-123.0908,Vancouver Intl,YVR,11.2,654.3,3630.5,B,Vancouver BC,2.2,2.68,0.0831,Golden BC,489.5,710.76,8.9925,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6B,Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),British Columbia,49.2788,-123.1139,Vancouver Intl,YVR,10.4,654.0,3632.1,B,Vancouver BC,0.7,0.79,0.0294,Golden BC,490.9,712.09,9.0118,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6C,Vancouver (Waterfront / Coal Harbour / Canada Place),British Columbia,49.2866,-123.1158,Vancouver Intl,YVR,11.1,654.8,3632.2,B,Vancouver BC,0.6,0.65,0.0197,Golden BC,490.6,712.94,9.0414,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6E,Vancouver (South West End),British Columbia,49.2833,-123.1298,Vancouver Intl,YVR,10.3,654.2,3633.2,B,Vancouver BC,0.7,1.19,0.0392,Golden BC,491.7,713.54,9.0601,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6G,Vancouver (North West End / Stanley Park),British Columbia,49.299,-123.1408,Vancouver Intl,YVR,11.8,655.8,3633.9,B,Vancouver BC,2.3,2.59,0.0754,Golden BC,491.5,715.09,9.1031,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),British Columbia,49.2559,-123.1322,Vancouver Intl,YVR,7.5,651.3,3633.7,B,Vancouver BC,3.1,4.38,0.1344,Golden BC,493.3,713.38,9.0885,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6J,Vancouver (NW Shaughnessy / East Kitsilano / Quilchena),British Columbia,49.2603,-123.146,Vancouver Intl,YVR,7.5,651.6,3634.7,B,Vancouver BC,3.1,3.94,0.1158,Golden BC,494.0,715.01,9.0988,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6K,Vancouver (Central Kitsilano),British Columbia,49.2646,-123.1648,Vancouver Intl,YVR,7.6,651.9,3636.0,B,Vancouver BC,3.8,4.86,0.1434,Golden BC,494.9,716.08,9.1386,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6L,Vancouver (NW Arbutus Ridge),British Columbia,49.2497,-123.166,Vancouver Intl,YVR,6.0,650.3,3636.2,B,Vancouver BC,4.9,6.61,0.1948,Golden BC,495.8,716.19,9.1599,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6M,Vancouver (South Shaughnessy / NW Oakridge / NE Kerrisdale / SE Arbutus Ridge),British Columbia,49.2344,-123.1451,Vancouver Intl,YVR,5.0,648.9,3634.9,B,Vancouver BC,5.7,6.84,0.1966,Golden BC,495.3,714.08,9.1227,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6N,Vancouver (Dunbar-Southlands / Musqueam),British Columbia,49.2302,-123.189,Vancouver Intl,YVR,3.8,648.1,3638.1,B,Vancouver BC,7.7,10.45,0.2976,Golden BC,498.3,717.78,9.2357,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6P,Vancouver (SE Kerrisdale / SW Oakridge / West Marpole),British Columbia,49.2151,-123.1396,Vancouver Intl,YVR,3.7,647.1,3634.7,B,Vancouver BC,7.6,8.65,0.2471,Golden BC,496.1,715.4,9.1623,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6R,Vancouver (West Kitsilano / Jericho),British Columbia,49.2666,-123.1976,Vancouver Intl,YVR,7.9,652.2,3638.3,B,Vancouver BC,5.9,7.41,0.2315,Golden BC,496.9,718.5,9.2234,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6S,Vancouver (Chaldecutt / South University Endowment Lands),British Columbia,49.2491,-123.2088,Vancouver Intl,YVR,6.2,650.4,3639.3,B,Vancouver BC,7.4,9.55,0.2665,Golden BC,498.6,719.35,9.2457,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6T,Vancouver (UBC),British Columbia,49.4635,-122.822,Vancouver Intl,YVR,39.5,678.4,3609.2,B,Vancouver BC,29.5,99.65,4.2934,Prince George BC,495.2,734.27,13.3566,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6V,Richmond Northeast,British Columbia,49.1853,-123.0386,Vancouver Intl,YVR,10.5,648.7,3627.7,B,Vancouver BC,12.4,15.84,0.4144,Golden BC,491.4,714.31,9.1096,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6W,Richmond Southeast,British Columbia,49.1534,-123.048,Vancouver Intl,YVR,10.8,647.1,3628.7,B,Vancouver BC,15.3,23.09,0.5152,Golden BC,493.8,711.0,9.0922,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6X,Richmond North,British Columbia,49.1836,-123.1168,Vancouver Intl,YVR,4.9,646.0,3633.4,B,Vancouver BC,11.0,14.43,0.3835,Golden BC,496.4,715.85,9.1306,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6Y,Richmond Central,British Columbia,49.17,-123.1368,Vancouver Intl,YVR,4.4,645.0,3635.0,B,Vancouver BC,12.6,15.53,0.4328,Golden BC,498.4,717.26,9.1732,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V6Z,Vancouver (SW Downtown),British Columbia,49.2767,-123.13,Vancouver Intl,YVR,9.6,653.5,3633.3,B,Vancouver BC,0.9,1.53,0.0499,Golden BC,492.1,713.36,9.0544,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7A,Richmond South,British Columbia,49.1205,-123.1171,Vancouver Intl,YVR,9.7,644.9,3634.1,B,Vancouver BC,18.0,20.84,0.5491,Quesnel BC,431.2,665.46,9.0355,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7B,Richmond (Sea Island / YVR),British Columbia,49.1988,-123.1799,Vancouver Intl,YVR,0.3,644.6,3637.8,B,Vancouver BC,10.3,15.38,0.455,Golden BC,499.5,721.48,9.2902,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7C,Richmond West,British Columbia,49.1626,-123.1721,Vancouver Intl,YVR,3.9,644.4,3637.6,B,Vancouver BC,13.9,16.24,0.4362,Nelson BC,427.4,665.38,9.1666,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7E,Richmond Southwest,British Columbia,49.1323,-123.1705,Vancouver Intl,YVR,7.2,644.4,3637.8,B,Vancouver BC,17.1,19.91,0.5396,Quesnel BC,430.3,668.59,9.106,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7G,North Vancouver Outer East,British Columbia,49.3678,-122.9278,Vancouver Intl,YVR,26.5,666.7,3617.8,B,Vancouver BC,16.9,28.41,0.7163,Golden BC,474.3,728.18,9.3555,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7H,North Vancouver Inner East,British Columbia,49.3551,-122.9802,Vancouver Intl,YVR,22.9,664.3,3621.7,B,Vancouver BC,13.0,21.6,0.5314,Golden BC,478.3,721.37,9.1706,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7J,North Vancouver East Central,British Columbia,49.3622,-123.0178,Vancouver Intl,YVR,21.9,664.2,3624.3,B,Vancouver BC,11.6,17.28,0.4106,Golden BC,480.3,716.7,9.0792,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7K,North Vancouver North Central,British Columbia,49.3597,-123.0377,Vancouver Intl,YVR,20.9,663.6,3625.8,B,Vancouver BC,10.5,16.61,0.4045,Golden BC,481.7,716.02,9.0729,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7L,North Vancouver South Central,British Columbia,49.316,-123.0576,Vancouver Intl,YVR,16.0,658.8,3627.7,B,Vancouver BC,5.9,12.2,0.2965,Golden BC,485.3,712.79,8.9665,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7M,North Vancouver Southwest Central,British Columbia,49.3222,-123.0834,Vancouver Intl,YVR,15.7,659.0,3629.5,B,Vancouver BC,5.2,9.88,0.2457,Golden BC,486.6,715.16,9.0272,1335.1,1762.4,1492.3,YYZ,700.3,875.3
V7N,North Vancouver Northwest Central,British Columbia,49.35,-123.0679,Vancouver Intl,YVR,18.9,662.1,3628.1,B,Vancouver BC,8.4,13.37,0.3243,Golden BC,484.2,716.62,9.053,1335.1,1762.4,1492.3,YYZ,700.3,875.3
