fsa,further_set,d1_name,d2_name,flight_dest_1,flight_dest_2,flight_dest_3,flight_dest_4,flight_dest_5
J7Z,A,Quebec City QC (Old City),Niagara-on-the-Lake ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8A,A,Quebec City QC (Old City),Niagara-on-the-Lake ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8B,A,Quebec City QC (Old City),Niagara-on-the-Lake ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8C,A,Quebec City QC (Old City),Collingwood / Blue Mts ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8E,A,Niagara Falls ON,Edmundston NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8G,A,Niagara Falls ON,Blue Mountains ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8H,A,Niagara Falls ON,Edmundston NB,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8L,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8M,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8N,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8P,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8R,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8T,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8V,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8X,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8Y,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J8Z,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9A,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9B,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9E,A,Niagara Falls ON,Timmins ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9H,A,Niagara Falls ON,Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9J,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9L,A,Niagara Falls ON,Timmins ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9P,A,Montreal QC,Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9T,A,Montreal QC,Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9V,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9X,A,Ottawa ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9Y,A,Ottawa ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
J9Z,A,Ottawa ON,Barrie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0A,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0B,A,Niagara Falls ON,Owen Sound ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0C,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0E,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0G,A,Niagara Falls ON,Quebec City QC (Old City),"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0H,A,Niagara Falls ON,Quebec City QC (Old City),"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0J,A,Niagara Falls ON,Sherbrooke QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0K,A,Niagara Falls ON,Sherbrooke QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0L,A,Niagara Falls ON,Windsor ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K0M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1A,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1B,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1C,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1E,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1G,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1H,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1J,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1K,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1L,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1M,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1N,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1P,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1R,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1S,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1T,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1V,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1W,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1X,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1Y,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K1Z,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2A,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2B,A,Niagara Falls ON,Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2C,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2E,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2G,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2H,A,Niagara Falls ON,Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2J,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2K,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2L,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2M,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2P,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2R,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2S,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2T,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2V,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K2W,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K4A,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K4B,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K4C,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K4K,A,Niagara Falls ON,Owen Sound ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K4M,A,Niagara Falls ON,Saguenay / Chicoutimi QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K4P,A,Niagara Falls ON,La Malbaie / Charlevoix QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K4R,A,Niagara Falls ON,Stratford ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K6A,A,Niagara Falls ON,Blue Mountains ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K6H,A,Niagara Falls ON,Owen Sound ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K6J,A,Niagara Falls ON,Owen Sound ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K6K,A,Niagara Falls ON,Owen Sound ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K6T,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K6V,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7A,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7C,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7G,A,Niagara Falls ON,Quebec City QC (Old City),"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7H,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7K,A,Niagara Falls ON,Quebec City QC (Old City),"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7L,A,Niagara Falls ON,Quebec City QC (Old City),"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7M,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7N,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7P,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7R,A,Niagara Falls ON,Sherbrooke QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7S,A,Niagara Falls ON,London ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K7V,A,Niagara Falls ON,Timmins ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K8A,A,Niagara Falls ON,Quebec City QC (Old City),"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K8B,A,Niagara Falls ON,Quebec City QC (Old City),"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K8H,A,Niagara Falls ON,Quebec City QC (Old City),"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K8N,A,Niagara Falls ON,Sherbrooke QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
K8P,A,Niagara Falls ON,Sherbrooke QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
