fsa,further_set,d1_name,d2_name,flight_dest_1,flight_dest_2,flight_dest_3,flight_dest_4,flight_dest_5
L5H,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5J,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5K,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5M,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5N,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5S,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5T,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5V,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L5W,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6A,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6C,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6E,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6G,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6H,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6J,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6K,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6L,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6P,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6R,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6S,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6T,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6V,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6W,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6X,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6Y,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L6Z,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7A,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7C,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7E,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7G,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7J,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7K,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7L,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7N,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7S,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L7T,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8E,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8G,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8H,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8J,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8K,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8L,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8M,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8N,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8P,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8R,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8S,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8T,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8V,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L8W,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9A,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9B,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9C,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9E,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9G,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9H,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9J,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9K,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9L,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9M,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9N,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9R,A,Niagara Falls ON,Timmins ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9S,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9T,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9V,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9W,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9X,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9Y,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
L9Z,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1B,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1C,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1E,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1G,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1H,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1J,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1K,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1L,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1M,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1N,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1P,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1R,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1S,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1T,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1V,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1W,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M1X,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M2H,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M2J,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M2K,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M2L,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M2M,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M2N,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M2P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M2R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M3A,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M3B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M3C,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M3H,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M3J,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M3K,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M3L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M3M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M3N,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4A,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4B,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4C,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4E,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4G,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4H,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4J,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4K,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4L,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4M,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4N,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4S,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4T,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4V,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4W,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4X,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M4Y,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5A,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5B,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5C,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5E,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5G,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5H,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5J,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5K,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5L,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5N,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5R,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5S,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5T,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5V,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5W,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M5X,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6A,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6C,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6E,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6G,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6H,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6J,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6K,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6N,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M6S,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M7A,A,Niagara Falls ON,Mont-Tremblant QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M7Y,A,Niagara Falls ON,Montreal QC,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M8V,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M8W,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M8X,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M8Y,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M8Z,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9A,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9C,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9N,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9V,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
M9W,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0A,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0B,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0C,A,Niagara Falls ON,Timmins ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0E,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0G,A,Niagara Falls ON,Timmins ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0H,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0J,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0K,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0L,A,Niagara Falls ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0M,A,Niagara Falls ON,Thousand Islands ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0N,A,Niagara Falls ON,Kingston ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N0R,A,Niagara Falls ON,Sudbury ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1A,A,Niagara Falls ON,Ottawa ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1C,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1E,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1G,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1H,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1K,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1L,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1M,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1P,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
N1R,A,Niagara Falls ON,Sault Ste. Marie ON,"Vancouver, Canada","San Francisco, United States","London, England","Paris, France","Tokyo, Japan"
